AGE,SEX,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
2,1,0,2,1,1,0.353115201934215,0.0,1,0.0,1.0,10238.0,14000.0,1,0.0,0,4,1
2,1,0,2,2,2,0.616289338575794,0.0,0,1.0,1.0,32765.0,11000.0,0,5.0,0,0,0
1,0,0,1,2,2,0.698731963428662,1.0,0,1.0,1.0,10238.0,12000.0,0,0.0,0,1,0
1,1,0,1,0,3,0.431242179025551,1.0,1,0.0,1.0,10238.0,13000.0,1,2.0,0,2,0
1,1,0,1,2,2,0.571860496097679,1.0,0,1.0,1.0,10238.0,9000.0,0,1.0,0,0,0
0,0,1,0,1,1,0.422712717397213,0.0,1,1.0,1.0,32765.0,4000.0,0,0.0,0,0,1
0,0,0,0,0,1,0.344726020515639,0.0,1,0.0,1.0,32765.0,10000.0,0,0.0,0,0,1
0,0,1,0,1,1,0.426416508854468,1.0,1,1.0,1.0,92101.0,10000.0,0,0.0,0,0,0
3,0,0,3,1,3,0.260393118704904,0.0,0,1.0,1.0,10238.0,12000.0,0,0.0,3,1,0
0,1,0,0,2,0,0.704106307907888,1.0,1,0.0,1.0,32765.0,12000.0,0,0.0,0,0,1
0,1,0,0,2,1,0.3499147461715375,0.0,1,0.0,0.0,32765.0,11000.0,0,0.0,0,0,1
0,0,0,0,2,0,0.526753155719244,1.0,1,0.0,0.0,10238.0,15000.0,0,0.0,0,0,1
3,1,0,1,0,2,0.666100073528062,0.0,0,0.0,1.0,10238.0,12000.0,0,0.0,1,0,0
3,0,0,3,2,2,0.616289338575794,1.0,0,0.0,1.0,32765.0,12000.0,0,3.0,0,1,0
0,1,0,0,0,3,0.507562300380436,1.0,1,0.0,0.0,10238.0,13000.0,0,0.0,0,0,1
1,1,0,1,2,0,0.671221670206748,1.0,1,0.0,0.0,10238.0,17000.0,0,2.0,0,0,1
1,0,0,0,0,0,0.485843030458092,0.0,1,0.0,1.0,10238.0,7000.0,0,0.0,0,0,1
3,1,0,3,2,2,0.672043917617981,1.0,0,1.0,1.0,10238.0,12000.0,1,5.0,0,7,0
2,1,1,2,1,3,0.464958350684842,1.0,1,0.0,0.0,92101.0,13000.0,0,1.0,0,1,0
2,0,0,2,0,2,0.616289338575794,1.0,1,0.0,1.0,21217.0,12000.0,0,0.0,0,1,1
0,0,1,0,0,1,0.27686328722376,0.0,1,0.0,1.0,10238.0,16000.0,0,0.0,0,0,1
1,1,0,1,2,0,0.459344820505322,1.0,1,0.0,1.0,10238.0,12000.0,0,1.0,0,2,0
2,1,0,0,2,2,0.535604139600551,1.0,1,1.0,0.0,32765.0,8000.0,0,0.0,0,0,1
2,0,0,2,1,0,0.39394313870529,1.0,0,0.0,1.0,32765.0,12000.0,0,2.0,1,0,0
1,1,0,1,0,0,0.427270927766737,0.0,0,1.0,1.0,10238.0,12000.0,0,1.0,0,0,0
2,1,0,2,2,2,0.548033163047324,1.0,1,1.0,1.0,10238.0,13000.0,0,0.0,1,5,0
1,0,0,0,2,2,0.576442089885782,0.0,1,0.0,1.0,10238.0,13000.0,0,0.0,0,0,1
2,0,0,0,2,2,0.629561765194454,1.0,0,0.0,1.0,32765.0,11000.0,0,0.0,0,0,0
0,0,1,0,0,1,0.5028991268615,0.0,1,0.0,0.0,92101.0,13000.0,0,0.0,0,0,1
1,1,0,0,2,2,0.515841091106846,0.0,1,0.0,0.0,10238.0,13000.0,0,0.0,0,0,1
3,0,0,1,2,2,0.772584239608184,0.0,1,0.0,1.0,10238.0,16000.0,0,1.0,0,0,1
3,0,0,3,2,2,0.71868813690007,1.0,1,1.0,1.0,32765.0,12000.0,0,6.0,0,3,0
0,1,0,0,1,1,0.270916699545079,1.0,1,0.0,1.0,10238.0,12000.0,0,0.0,0,0,1
3,0,0,0,2,2,0.560541352496778,1.0,1,1.0,1.0,32765.0,3000.0,0,0.0,0,0,1
0,0,0,0,0,1,0.2270452622025,1.0,1,0.0,0.0,10238.0,14000.0,0,0.0,0,0,0
1,1,0,1,0,3,0.366209824682759,1.0,1,1.0,1.0,10238.0,10000.0,0,2.0,0,0,0
0,1,1,0,1,1,0.42358667858558,0.0,1,0.0,1.0,32765.0,10000.0,0,0.0,0,0,1
0,0,0,0,1,1,0.295793828498856,1.0,1,0.0,0.0,32765.0,12000.0,0,0.0,0,0,0
1,0,0,1,1,3,0.37368580662418,1.0,1,0.0,1.0,10238.0,11000.0,0,2.0,2,1,0
0,1,0,0,2,3,0.457110217957606,1.0,1,0.0,1.0,10238.0,16000.0,0,0.0,0,0,1
0,1,0,0,1,1,0.362921532662325,1.0,1,1.0,1.0,32765.0,10000.0,0,0.0,0,0,1
1,0,0,1,2,0,0.489496870273635,1.0,1,1.0,1.0,10238.0,11000.0,0,1.0,0,0,0
3,1,0,3,0,0,0.579064258365115,1.0,0,1.0,1.0,10238.0,12000.0,0,3.0,2,4,0
1,1,1,1,2,3,0.485273738803885,1.0,1,0.0,1.0,10238.0,16000.0,0,0.0,0,0,1
2,1,0,1,2,2,0.524243913671234,1.0,0,1.0,1.0,10238.0,10000.0,0,2.0,0,3,0
1,1,0,1,2,0,0.541229451120714,0.0,1,0.0,0.0,10238.0,13000.0,0,3.0,0,0,1
0,1,0,0,0,1,0.19362266071106,0.0,1,0.0,0.0,10238.0,17000.0,0,0.0,0,0,1
1,0,0,0,2,2,0.602647759658662,1.0,1,1.0,0.0,32765.0,11000.0,0,0.0,0,0,1
0,0,0,0,1,1,0.201283921182775,1.0,1,0.0,0.0,32765.0,12000.0,0,0.0,0,0,1
1,0,0,1,1,1,0.368117914865469,1.0,1,0.0,0.0,10238.0,17000.0,0,0.0,1,0,1
3,0,0,3,0,2,0.533540292443516,1.0,1,1.0,1.0,10238.0,12000.0,0,3.0,0,0,0
0,1,0,0,2,3,0.449898593930649,1.0,1,0.0,0.0,10238.0,13000.0,0,0.0,0,0,1
0,1,0,0,0,1,0.410965888240965,0.0,1,0.0,0.0,32765.0,9000.0,1,0.0,0,0,1
1,1,0,1,1,1,0.3499147461715375,0.0,1,1.0,1.0,10238.0,14000.0,0,1.0,0,0,0
1,0,0,0,2,3,0.530344582933426,1.0,1,0.0,1.0,32765.0,13000.0,0,0.0,0,0,1
0,0,0,0,2,2,0.453091972675305,1.0,1,0.0,0.0,10238.0,15000.0,0,0.0,0,0,1
2,0,0,2,2,0,0.582676863348572,1.0,1,0.0,1.0,10238.0,10000.0,0,2.0,1,0,0
3,1,0,3,0,0,0.373548279033523,1.0,1,1.0,1.0,32765.0,4000.0,0,18.0,0,9,0
0,0,0,0,0,0,0.555932751594802,1.0,1,1.0,1.0,32765.0,12000.0,0,0.0,0,0,1
0,1,0,0,0,1,0.214321839702528,1.0,1,0.0,0.0,32765.0,15000.0,0,0.0,0,0,1
1,0,0,1,0,1,0.527339434118344,0.0,1,0.0,0.0,92101.0,15000.0,1,2.0,1,0,1
2,0,0,2,0,0,0.492128899283792,1.0,1,0.0,1.0,21217.0,10000.0,0,2.0,0,2,1
1,0,0,1,2,2,0.684762298856998,0.0,0,1.0,1.0,10238.0,14000.0,0,1.0,0,2,0
0,0,0,0,0,1,0.306272127114217,1.0,1,0.0,1.0,10238.0,9000.0,0,0.0,0,0,0
1,1,0,1,0,0,0.355581075616133,1.0,1,1.0,1.0,10238.0,12000.0,0,2.0,0,3,0
1,1,0,1,1,1,0.38004118294837,0.0,1,0.0,1.0,10238.0,10000.0,1,0.0,0,2,1
2,1,0,0,2,2,0.464202583108277,1.0,1,1.0,1.0,32765.0,5000.0,0,0.0,0,0,1
1,1,0,1,2,2,0.675440697430034,1.0,0,0.0,1.0,32765.0,12000.0,0,3.0,0,1,1
2,0,0,0,0,2,0.730986080846365,1.0,0,0.0,1.0,10238.0,10000.0,0,0.0,0,0,0
0,0,0,0,0,3,0.477052430617012,1.0,0,0.0,1.0,10238.0,15000.0,0,0.0,0,0,1
0,0,0,0,2,0,0.566000430587347,1.0,1,0.0,1.0,32765.0,11000.0,0,0.0,0,0,1
0,1,0,0,0,3,0.370049561927983,0.0,0,0.0,0.0,92101.0,16000.0,0,0.0,0,0,1
2,0,0,0,2,3,0.36426551064308,0.0,1,0.0,1.0,10238.0,12000.0,0,0.0,0,0,1
2,0,0,0,0,0,0.526753155719244,1.0,1,1.0,1.0,92101.0,11000.0,0,0.0,0,0,0
1,0,0,0,0,2,0.579737009043405,1.0,0,1.0,1.0,10238.0,8000.0,1,0.0,0,0,0
2,0,1,0,2,2,0.616289338575794,1.0,1,1.0,1.0,10238.0,13000.0,0,0.0,0,0,0
2,0,0,1,2,2,0.616289338575794,1.0,0,1.0,0.0,10238.0,13000.0,0,0.0,1,0,0
0,1,1,0,1,1,0.3499147461715375,0.0,1,0.0,0.0,32765.0,10000.0,0,0.0,0,0,1
1,1,0,1,1,1,0.338420977391769,0.0,1,0.0,1.0,32765.0,11000.0,0,3.0,0,1,1
1,0,1,1,0,0,0.459446863871529,1.0,1,0.0,1.0,10238.0,14000.0,0,0.0,0,0,1
3,0,0,3,0,2,0.669058684727068,1.0,0,1.0,1.0,10238.0,14000.0,0,3.0,1,1,0
1,1,0,1,0,0,0.544976244852954,0.0,1,1.0,0.0,10238.0,12000.0,0,0.0,0,1,1
0,1,0,0,0,3,0.431242179025551,0.0,1,0.0,0.0,10238.0,13000.0,0,0.0,0,0,1
2,1,0,2,2,2,0.737481662297617,1.0,1,0.0,0.0,10238.0,11000.0,0,2.0,0,7,0
3,1,0,3,0,0,0.695282004173288,1.0,1,0.0,1.0,10238.0,12000.0,0,10.0,1,5,0
1,0,0,1,1,3,0.686794998371488,1.0,1,0.0,1.0,10238.0,13000.0,0,0.0,0,0,0
2,1,0,0,2,2,0.583230042015513,0.0,0,1.0,1.0,32765.0,6000.0,0,0.0,0,0,1
1,1,1,1,2,0,0.574656447660975,1.0,1,0.0,0.0,10238.0,14000.0,0,3.0,1,0,0
1,0,0,0,0,0,0.574937095439927,0.0,0,1.0,1.0,10238.0,10000.0,0,0.0,0,0,0
0,0,1,0,1,1,0.343797514477814,0.0,1,0.0,1.0,32765.0,12000.0,0,0.0,0,0,0
1,0,0,1,0,0,0.577619910660084,1.0,1,0.0,1.0,32765.0,8000.0,0,4.0,0,0,0
3,1,0,1,2,2,0.583768663056936,1.0,1,0.0,0.0,32765.0,9000.0,0,5.0,0,1,1
1,1,0,1,2,3,0.389897790284132,0.0,1,0.0,1.0,32765.0,14000.0,0,3.0,0,3,1
0,0,0,0,1,1,0.216197707137988,1.0,1,0.0,1.0,32765.0,10000.0,0,0.0,0,0,1
3,0,0,1,2,2,0.66015500868295,1.0,0,1.0,1.0,10238.0,12000.0,0,2.0,0,0,0
3,1,0,3,2,2,0.545514219651099,1.0,0,1.0,1.0,10238.0,12000.0,0,6.0,0,8,0
2,0,0,2,1,0,0.510566913000718,0.0,0,0.0,1.0,10238.0,15000.0,0,1.0,0,1,0
3,1,0,1,2,2,0.616289338575794,1.0,1,1.0,1.0,10238.0,11000.0,0,1.0,0,2,0
2,1,0,0,0,2,0.634053644563176,1.0,1,1.0,1.0,32765.0,10000.0,0,0.0,0,0,1
2,1,0,1,0,2,0.750461284026574,1.0,0,1.0,0.0,32765.0,12000.0,0,3.0,0,1,0
0,0,0,0,2,3,0.476231348893526,1.0,1,0.0,0.0,10238.0,17000.0,0,0.0,0,0,1
0,0,0,0,1,1,0.329235927442456,1.0,1,0.0,0.0,92101.0,13000.0,0,0.0,0,0,1
1,0,0,0,2,2,0.411517803803151,1.0,1,1.0,1.0,10238.0,14000.0,0,0.0,0,0,1
3,1,1,3,1,0,0.442911289761281,1.0,1,1.0,1.0,10238.0,13000.0,0,6.0,0,4,0
2,0,0,2,0,2,0.504915723509234,1.0,1,1.0,1.0,32765.0,12000.0,0,4.0,1,1,0
2,0,0,1,0,3,0.315862876709165,1.0,1,0.0,1.0,10238.0,11000.0,0,0.0,0,1,0
1,0,0,1,0,2,0.614699030217115,1.0,1,0.0,0.0,32765.0,12000.0,0,1.0,1,0,0
3,0,0,1,2,2,0.550144012609139,1.0,1,1.0,1.0,10238.0,7000.0,0,2.0,0,0,0
0,1,0,0,2,3,0.325455806419904,0.0,1,1.0,0.0,10238.0,12000.0,0,0.0,0,0,1
3,0,0,3,0,2,0.806077729721038,0.0,1,1.0,1.0,32765.0,9000.0,0,3.0,1,0,0
0,1,1,0,0,1,0.125895543535957,0.0,0,0.0,0.0,32765.0,14000.0,0,0.0,0,0,0
0,0,0,0,0,1,0.498912908242734,0.0,1,0.0,1.0,10238.0,12000.0,1,0.0,0,0,1
1,1,0,1,2,3,0.437785285227552,1.0,1,0.0,0.0,10238.0,15000.0,0,1.0,0,1,0
0,0,0,0,2,3,0.311458235770735,0.0,1,0.0,0.0,32765.0,16000.0,0,0.0,0,0,1
1,1,1,1,0,0,0.502012937231383,1.0,1,1.0,1.0,10238.0,10000.0,0,2.0,0,3,0
0,1,1,0,1,1,0.295090679800134,0.0,1,0.0,0.0,92101.0,14000.0,0,0.0,0,0,1
2,0,1,2,0,0,0.617352518438347,0.0,1,0.0,1.0,32765.0,11000.0,0,8.0,1,1,0
1,0,0,1,1,1,0.21481316248974,0.0,1,0.0,1.0,32765.0,11000.0,0,0.0,0,0,1
2,1,0,2,0,0,0.425378094300333,1.0,0,1.0,1.0,32765.0,9000.0,0,3.0,0,1,0
3,0,0,0,0,2,0.567043631782336,1.0,1,1.0,1.0,32765.0,12000.0,0,0.0,0,0,0
1,0,0,1,1,3,0.431242179025551,0.0,1,0.0,1.0,10238.0,13000.0,0,0.0,0,3,1
0,1,0,0,2,1,0.489237896274197,0.0,1,1.0,1.0,10238.0,7000.0,1,0.0,0,0,1
1,1,0,1,0,3,0.391217095673404,0.0,0,0.0,0.0,32765.0,8000.0,0,1.0,0,2,1
0,0,0,0,1,3,0.419274683346169,1.0,1,0.0,1.0,10238.0,15000.0,0,0.0,0,0,1
3,1,0,0,0,3,0.411697736412522,0.0,1,0.0,0.0,10238.0,14000.0,1,0.0,0,0,1
2,0,0,0,1,0,0.550255061754896,1.0,1,1.0,1.0,21217.0,12000.0,0,0.0,0,0,1
1,0,0,1,2,2,0.606735714725739,1.0,1,0.0,1.0,10238.0,12000.0,0,1.0,0,2,0
0,1,0,0,0,2,0.492530082002467,1.0,1,0.0,0.0,10238.0,18000.0,0,0.0,0,0,1
1,0,1,1,1,1,0.498802007021558,1.0,1,1.0,1.0,10238.0,12000.0,0,0.0,0,0,0
1,1,0,0,2,2,0.610436379157281,1.0,1,1.0,0.0,10238.0,12000.0,0,0.0,0,0,1
1,0,0,0,1,3,0.487680840496577,1.0,1,0.0,1.0,10238.0,13000.0,0,0.0,0,0,1
1,0,0,0,0,2,0.55124779481712,1.0,1,1.0,1.0,10238.0,12000.0,0,0.0,0,0,1
2,0,0,2,2,2,0.72481133659352,0.0,0,1.0,1.0,32765.0,8000.0,0,7.0,0,1,0
0,0,1,0,1,1,0.388036680842141,0.0,1,0.0,0.0,32765.0,11000.0,0,0.0,0,0,1
0,0,1,0,0,3,0.428934430783192,0.0,1,0.0,0.0,10238.0,11000.0,1,0.0,0,0,1
2,0,0,2,0,2,0.616289338575794,1.0,0,1.0,1.0,10238.0,8000.0,0,2.0,1,3,0
0,0,0,0,0,0,0.465932351940498,1.0,0,0.0,0.0,92101.0,15000.0,0,0.0,0,0,1
3,0,0,1,0,2,0.602104735340833,0.0,1,1.0,1.0,10238.0,8000.0,0,1.0,1,1,1
2,0,1,2,2,0,0.606668457657768,0.0,1,1.0,1.0,92101.0,10000.0,0,4.0,0,1,0
2,0,0,1,0,3,0.27781044863159,0.0,1,0.0,1.0,10238.0,12000.0,0,0.0,0,2,1
3,1,0,1,2,2,0.670621588271434,1.0,1,1.0,1.0,92101.0,9000.0,0,1.0,0,0,0
1,1,0,0,2,2,0.675872345315043,1.0,1,1.0,1.0,10238.0,13000.0,0,0.0,0,0,1
1,1,0,1,0,2,0.780692409540408,1.0,1,0.0,0.0,10238.0,14000.0,0,0.0,0,1,1
0,0,0,0,1,1,0.469591100647819,0.0,1,0.0,0.0,32765.0,9000.0,0,0.0,0,0,1
0,1,0,0,1,1,0.3499147461715375,0.0,1,0.0,1.0,10238.0,16000.0,0,0.0,0,0,1
0,0,0,0,1,1,0.340489067615673,0.0,1,0.0,1.0,32765.0,10000.0,0,0.0,0,0,1
1,1,0,0,0,2,0.499660260470693,1.0,0,1.0,1.0,10238.0,7000.0,0,0.0,0,0,0
1,1,0,0,0,0,0.504930945309929,1.0,1,0.0,1.0,10238.0,15000.0,0,0.0,0,0,1
3,0,0,3,0,2,0.606115988731459,1.0,1,1.0,1.0,92101.0,12000.0,0,2.0,1,2,0
1,0,0,1,1,1,0.368740575129905,0.0,1,0.0,1.0,10238.0,10000.0,0,0.0,1,0,1
0,0,1,0,0,1,0.3499147461715375,0.0,1,0.0,1.0,32765.0,11000.0,0,0.0,0,0,0
0,0,1,0,0,1,0.374070559017987,1.0,1,0.0,0.0,10238.0,15000.0,0,0.0,0,0,1
0,0,1,0,1,1,0.414019491505058,1.0,1,0.0,0.0,10238.0,16000.0,0,0.0,0,0,0
0,1,0,0,1,1,0.274421968688467,0.0,1,0.0,1.0,10238.0,10000.0,0,0.0,0,0,1
0,0,0,0,0,3,0.546852454653737,0.0,0,0.0,0.0,10238.0,15000.0,0,0.0,0,0,1
1,0,1,0,0,3,0.337378764155707,1.0,1,0.0,0.0,10238.0,13000.0,0,0.0,0,0,1
1,1,0,0,0,0,0.440340502671451,1.0,1,0.0,0.0,10238.0,18000.0,0,0.0,0,0,1
3,1,0,0,2,2,0.695295098692278,1.0,1,1.0,1.0,32765.0,5000.0,1,0.0,0,0,0
2,1,0,2,0,3,0.431242179025551,0.0,1,1.0,1.0,10238.0,9000.0,0,7.0,1,5,0
2,0,0,0,2,2,0.669402381137886,1.0,1,1.0,1.0,10238.0,10000.0,0,0.0,0,0,1
0,0,0,0,1,1,0.372425510791425,0.0,1,0.0,0.0,10238.0,15000.0,0,0.0,0,0,1
2,1,1,0,0,2,0.643584562909796,0.0,1,0.0,1.0,10238.0,14000.0,0,0.0,0,0,1
3,1,0,1,1,2,0.589322652057967,1.0,1,1.0,0.0,10238.0,12000.0,1,3.0,0,1,1
1,1,1,1,1,0,0.504186855010562,1.0,0,0.0,1.0,10238.0,13000.0,0,1.0,1,2,0
2,0,0,2,1,3,0.368466018807973,1.0,1,1.0,1.0,32765.0,12000.0,0,5.0,2,1,0
1,0,0,0,0,3,0.544429815623084,1.0,0,1.0,0.0,32765.0,14000.0,0,0.0,0,0,0
2,1,0,2,2,2,0.53701482672207,1.0,1,1.0,1.0,32765.0,4000.0,0,13.0,0,2,0
0,0,0,0,1,1,0.300332342538204,1.0,1,1.0,0.0,10238.0,14000.0,0,0.0,0,0,1
3,0,0,3,0,2,0.535485305340948,1.0,0,1.0,1.0,10238.0,11000.0,0,2.0,1,2,0
1,0,0,1,1,3,0.436746283757166,0.0,1,0.0,0.0,32765.0,13000.0,0,1.0,1,0,1
1,1,0,1,0,1,0.276746827937265,1.0,1,0.0,0.0,32765.0,15000.0,0,3.0,0,0,1
0,1,0,0,2,2,0.562540800660202,0.0,0,1.0,1.0,10238.0,13000.0,0,0.0,0,0,1
3,1,0,1,2,2,0.606658952987464,1.0,1,1.0,1.0,92101.0,12000.0,1,1.0,0,0,1
3,0,0,3,2,2,0.486934889496001,1.0,1,0.0,1.0,32765.0,12000.0,0,3.0,1,0,0
2,1,0,2,2,2,0.639937391083193,1.0,1,1.0,1.0,10238.0,13000.0,0,1.0,1,2,0
0,1,0,0,2,0,0.597934786475069,1.0,1,1.0,1.0,92101.0,13000.0,0,0.0,0,0,1
3,1,0,1,2,2,0.551763985673608,0.0,1,1.0,1.0,10238.0,9000.0,0,0.0,0,2,1
2,0,0,2,1,1,0.252551296125209,0.0,1,0.0,0.0,10238.0,13000.0,0,3.0,0,2,0
1,0,0,1,2,2,0.518642532025159,1.0,0,1.0,0.0,32765.0,8000.0,0,4.0,0,0,0
1,0,0,1,0,1,0.285747131959646,0.0,1,0.0,1.0,10238.0,13000.0,0,1.0,0,0,1
0,1,0,0,2,3,0.513871789388673,1.0,1,0.0,1.0,10238.0,12000.0,0,0.0,0,0,1
0,1,0,0,0,3,0.447770501724217,1.0,1,0.0,0.0,10238.0,12000.0,0,0.0,0,0,1
1,0,0,1,2,2,0.83279238279154,1.0,1,1.0,1.0,10238.0,14000.0,0,2.0,0,2,0
1,0,0,1,1,1,0.254392883863437,0.0,1,0.0,0.0,10238.0,16000.0,0,0.0,0,0,0
1,1,0,1,1,1,0.227051830880814,0.0,1,1.0,1.0,10238.0,8000.0,0,1.0,0,0,1
2,1,0,0,2,2,0.616977102180335,1.0,1,1.0,1.0,10238.0,7000.0,0,0.0,0,0,0
2,1,1,2,0,2,0.632247394258999,1.0,0,1.0,0.0,10238.0,9000.0,0,2.0,0,7,0
0,0,0,0,2,3,0.503033367082558,1.0,1,1.0,1.0,10238.0,12000.0,0,0.0,0,0,1
2,0,0,1,0,0,0.526753155719244,1.0,1,0.0,1.0,32765.0,10000.0,0,2.0,0,0,1
0,1,0,0,0,0,0.455677890478627,0.0,1,0.0,0.0,10238.0,18000.0,0,0.0,0,0,1
2,0,0,2,0,0,0.476223018817478,1.0,1,1.0,1.0,10238.0,10000.0,0,1.0,0,0,0
2,1,0,2,0,2,0.512240569858958,1.0,1,1.0,1.0,10238.0,12000.0,0,1.0,0,1,0
3,1,0,3,0,2,0.511926387943308,1.0,0,1.0,1.0,10238.0,8000.0,0,4.0,0,1,0
3,1,0,3,2,2,0.616289338575794,1.0,0,0.0,1.0,32765.0,7000.0,0,13.0,1,2,0
1,1,0,1,2,0,0.526753155719244,0.0,1,1.0,1.0,10238.0,12000.0,0,3.0,0,2,0
3,1,0,0,0,2,0.678048254992313,1.0,0,1.0,1.0,10238.0,10000.0,0,0.0,0,0,0
1,0,0,1,2,2,0.700851412448543,1.0,1,0.0,1.0,32765.0,10000.0,0,3.0,0,1,1
3,1,0,0,0,2,0.671695481913853,1.0,1,1.0,1.0,32765.0,10000.0,0,0.0,0,0,1
0,0,0,0,1,1,0.343943369269923,1.0,1,0.0,1.0,10238.0,16000.0,0,0.0,0,0,0
3,0,0,3,2,2,0.616289338575794,1.0,0,0.0,1.0,10238.0,13000.0,0,2.0,2,2,0
3,1,0,3,2,2,0.607265463536504,1.0,1,1.0,1.0,32765.0,12000.0,0,11.0,0,3,0
0,0,0,0,0,1,0.309253803035853,1.0,1,0.0,1.0,32765.0,10000.0,0,0.0,0,0,1
0,0,0,0,0,1,0.3499147461715375,1.0,1,0.0,1.0,32765.0,9000.0,0,0.0,0,0,1
3,0,0,3,0,2,0.635453745284721,1.0,1,1.0,1.0,32765.0,10000.0,0,6.0,0,1,0
0,0,0,0,1,1,0.330777193504766,0.0,1,1.0,1.0,10238.0,13000.0,0,0.0,0,0,1
2,0,0,2,2,2,0.536959851087282,0.0,0,0.0,0.0,10238.0,14000.0,0,0.0,0,2,0
1,1,0,1,0,0,0.458427189959641,0.0,0,0.0,1.0,10238.0,17000.0,0,0.0,0,0,1
3,0,1,3,1,0,0.507586013528254,0.0,1,1.0,1.0,10238.0,13000.0,0,0.0,0,7,0
1,0,0,1,0,3,0.431242179025551,1.0,1,0.0,1.0,10238.0,12000.0,0,0.0,0,0,0
1,1,0,0,2,2,0.506117205486482,1.0,0,1.0,1.0,32765.0,9000.0,0,0.0,0,0,1
2,1,0,1,2,2,0.688578796139768,1.0,1,0.0,1.0,10238.0,15000.0,0,0.0,0,0,1
1,0,0,0,2,0,0.577044325990338,1.0,1,0.0,0.0,10238.0,16000.0,0,0.0,0,0,0
2,0,0,1,1,0,0.516248322684659,1.0,1,1.0,0.0,10238.0,15000.0,0,0.0,1,1,1
3,1,0,3,0,2,0.528433282389608,0.0,1,0.0,1.0,10238.0,18000.0,0,0.0,1,1,1
3,0,0,3,0,2,0.547422601884001,0.0,0,0.0,1.0,10238.0,9000.0,0,3.0,0,0,0
2,0,0,2,2,0,0.345913835358754,0.0,1,0.0,0.0,10238.0,14000.0,0,1.0,0,1,0
2,0,0,1,0,2,0.667112798341017,1.0,0,0.0,0.0,10238.0,10000.0,0,0.0,1,0,0
0,0,0,0,0,3,0.581819527816823,0.0,1,0.0,0.0,10238.0,13000.0,0,0.0,0,0,1
2,1,0,2,0,2,0.61736952762887,1.0,0,1.0,1.0,32765.0,11000.0,0,3.0,3,0,0
1,0,0,0,2,2,0.680594279507338,1.0,1,0.0,1.0,32765.0,12000.0,0,0.0,0,0,1
2,1,0,2,0,3,0.394203084179635,1.0,1,1.0,1.0,10238.0,15000.0,0,2.0,0,0,1
0,0,0,0,0,1,0.359997652879366,1.0,1,0.0,0.0,10238.0,15000.0,0,0.0,0,0,1
2,0,0,2,2,0,0.599374921434996,0.0,1,0.0,0.0,10238.0,18000.0,0,0.0,0,2,0
2,0,0,2,0,2,0.654942816500423,1.0,0,1.0,0.0,10238.0,12000.0,0,0.0,0,1,0
1,0,0,1,0,2,0.500973975038829,1.0,1,1.0,1.0,32765.0,6000.0,0,2.0,0,1,0
2,1,0,1,2,2,0.600204472483174,1.0,0,1.0,1.0,10238.0,9000.0,0,0.0,1,1,0
0,0,1,0,1,1,0.43957102038141,0.0,1,1.0,0.0,10238.0,12000.0,0,0.0,0,0,1
1,1,1,1,0,3,0.495211040282416,1.0,0,1.0,0.0,32765.0,12000.0,0,2.0,0,0,1
0,0,0,0,0,1,0.291234413467433,0.0,1,0.0,1.0,10238.0,13000.0,0,0.0,0,0,1
2,1,0,0,1,3,0.275099600034318,1.0,1,1.0,1.0,32765.0,8000.0,0,0.0,0,0,1
0,1,0,0,0,1,0.178051021339576,1.0,1,0.0,1.0,10238.0,12000.0,0,0.0,0,0,0
1,0,0,1,0,2,0.520882200992447,0.0,0,1.0,0.0,92101.0,11000.0,0,0.0,1,0,1
1,1,0,1,0,3,0.431242179025551,0.0,1,0.0,0.0,32765.0,11000.0,1,4.0,0,0,1
0,0,0,0,0,0,0.653377412055645,1.0,0,0.0,1.0,10238.0,12000.0,0,0.0,0,0,0
2,0,1,2,2,2,0.694622338905491,1.0,1,1.0,1.0,10238.0,9000.0,0,4.0,2,1,0
1,1,0,1,0,3,0.324171723338282,0.0,1,1.0,1.0,10238.0,9000.0,0,1.0,0,1,1
2,0,0,0,1,0,0.346014547768349,1.0,1,1.0,1.0,32765.0,6000.0,0,0.0,0,0,1
1,1,1,0,1,3,0.319950572230835,1.0,1,1.0,1.0,10238.0,13000.0,1,0.0,0,0,1
0,1,0,0,0,3,0.522579843098116,0.0,1,0.0,1.0,10238.0,15000.0,0,0.0,0,0,1
1,0,0,1,0,1,0.342139883225473,0.0,1,0.0,0.0,10238.0,19000.0,0,0.0,0,0,1
0,1,0,0,0,1,0.251117974460981,1.0,1,0.0,0.0,10238.0,14000.0,0,0.0,0,0,1
1,1,0,1,0,3,0.336838719232072,1.0,1,1.0,1.0,10238.0,12000.0,0,0.0,0,2,0
0,0,0,0,0,1,0.420469076957347,0.0,1,0.0,0.0,10238.0,19000.0,0,0.0,0,0,1
3,0,0,3,2,2,0.548920168402543,1.0,1,1.0,1.0,10238.0,8000.0,0,1.0,0,6,0
1,0,0,1,1,3,0.364886646526017,0.0,1,0.0,0.0,10238.0,14000.0,0,1.0,0,0,0
3,0,0,0,1,3,0.576121834855999,0.0,1,1.0,0.0,92101.0,13000.0,0,0.0,0,0,1
