ID,Name,Work,AGE,SEX,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,SALARY,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
32551,N1522,CTU,16-25,male,majority,0-9y,none,poverty,0.246950516042272,,0.0,before 2015,0.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
134194,N1523,CTU,26-39,male,majority,10-19y,high school,middle class,0.665037766499678,,1.0,after 2015,1.0,1.0,92101.0,16000.0,sedan,2.0,1,0,0
8388,N1524,CTU,40-64,female,majority,10-19y,none,working class,0.425372616846605,,0.0,after 2015,1.0,1.0,10238.0,9000.0,sports car,2.0,0,1,0
838006,N1525,CTU,16-25,male,minority,0-9y,none,poverty,0.336051775992972,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
384021,N1526,CTU,16-25,female,majority,0-9y,high school,working class,0.392828018031674,,1.0,before 2015,0.0,0.0,92101.0,16000.0,sedan,0.0,0,0,1
207547,N1527,CTU,26-39,female,majority,10-19y,high school,middle class,0.499314810807606,,1.0,after 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,1,0
85773,N1528,CTU,65+,male,majority,30y+,high school,upper class,0.677394264772496,,1.0,before 2015,0.0,1.0,32765.0,14000.0,sedan,3.0,1,4,1
746345,N1529,CTU,26-39,male,majority,0-9y,none,working class,0.359917891248373,,1.0,before 2015,0.0,0.0,32765.0,,sedan,0.0,0,0,1
789542,N1530,CTU,26-39,male,majority,10-19y,university,middle class,0.373087842259247,,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,1,2,1
154109,N1531,CTU,40-64,female,majority,20-29y,high school,middle class,0.615468459538466,,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,4.0,0,1,0
482232,N1532,CTU,16-25,male,majority,0-9y,none,working class,0.397637756335308,,0.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
37552,N1533,CTU,40-64,female,majority,10-19y,high school,upper class,0.677058752654341,,0.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,1.0,0,3,0
256743,N1534,CTU,65+,female,majority,30y+,university,upper class,0.468196449914539,,1.0,after 2015,1.0,1.0,32765.0,7000.0,sedan,7.0,0,2,0
731314,N1535,CTU,65+,female,majority,20-29y,university,upper class,0.611905504159803,,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,1.0,0,3,0
317920,N1536,CTU,65+,female,minority,30y+,high school,upper class,0.69775796415224,,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,2.0,1,1,0
501906,N1537,CTU,26-39,female,majority,10-19y,none,working class,0.59696277924956,,1.0,after 2015,1.0,0.0,10238.0,11000.0,sedan,2.0,0,1,0
837820,N1538,CTU,40-64,female,minority,20-29y,university,upper class,0.559915737291264,,1.0,after 2015,1.0,0.0,32765.0,17000.0,sedan,1.0,1,0,0
459931,N1539,CTU,40-64,female,minority,20-29y,university,middle class,0.600334148673492,,0.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,1.0,0,3,0
63648,N1540,CTU,26-39,female,majority,10-19y,high school,poverty,0.290206911635531,,0.0,before 2015,0.0,0.0,10238.0,16000.0,sports car,1.0,0,0,1
487378,N1541,CTU,40-64,female,majority,20-29y,high school,working class,0.546843043825088,,0.0,before 2015,0.0,1.0,10238.0,9000.0,sedan,3.0,0,2,0
87522,N1542,CTU,40-64,female,majority,10-19y,none,working class,0.499484225345059,,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
719772,N1543,CTU,40-64,female,minority,20-29y,high school,upper class,0.612896775826076,,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
315745,N1544,CTU,40-64,female,minority,0-9y,high school,working class,0.391390544497141,,1.0,before 2015,1.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
85714,N1545,CTU,40-64,female,majority,20-29y,high school,middle class,0.488953034480087,,1.0,before 2015,0.0,0.0,92101.0,18000.0,sedan,0.0,0,1,0
189455,N1546,CTU,40-64,female,majority,20-29y,university,upper class,0.59621667879822,,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,0
379039,N1547,CTU,26-39,female,majority,10-19y,none,poverty,0.328822042070786,,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,1.0,0,1,0
529498,N1548,CTU,16-25,male,majority,0-9y,none,poverty,,,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
99292,N1549,CTU,40-64,female,minority,20-29y,high school,middle class,,,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,3.0,0,0,0
205417,N1550,CTU,40-64,male,majority,20-29y,university,upper class,0.732687661629997,,1.0,after 2015,1.0,1.0,32765.0,11000.0,sedan,8.0,1,2,0
881876,N1551,CTU,26-39,male,majority,10-19y,high school,working class,,,1.0,before 2015,0.0,0.0,92101.0,14000.0,sedan,1.0,0,0,0
643618,N1552,CTU,65+,female,minority,0-9y,high school,upper class,0.59447690382934,,0.0,after 2015,1.0,1.0,10238.0,14000.0,sedan,0.0,0,0,0
227900,N1553,CTU,16-25,female,minority,0-9y,high school,poverty,0.239237292465458,,0.0,after 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
958732,N1554,CTU,26-39,female,majority,0-9y,university,upper class,0.654758523557963,,1.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,0.0,0,0,1
522707,N1555,CTU,65+,male,majority,30y+,high school,upper class,0.594458515738112,,1.0,before 2015,1.0,0.0,10238.0,14000.0,sedan,4.0,0,4,0
647491,N1556,CTU,40-64,female,majority,20-29y,high school,upper class,0.545037688684192,,1.0,before 2015,1.0,0.0,32765.0,12000.0,sedan,1.0,2,1,0
636886,N1557,CTU,16-25,male,majority,0-9y,high school,middle class,0.424374646662732,,1.0,before 2015,1.0,0.0,10238.0,15000.0,sports car,0.0,0,0,1
956165,N1558,CTU,16-25,male,majority,0-9y,high school,working class,0.292421680762705,,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
582975,N1559,CTU,40-64,female,majority,20-29y,high school,middle class,0.600089568875103,,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,0,1,0
801201,N1560,CTU,16-25,male,majority,0-9y,high school,poverty,0.27957923388879,,1.0,before 2015,0.0,1.0,32765.0,7000.0,sedan,0.0,0,0,1
930000,N1561,CTU,26-39,female,minority,0-9y,none,working class,0.590017060775864,,0.0,before 2015,1.0,0.0,32765.0,,sedan,0.0,0,0,0
602525,N1562,CTU,26-39,male,majority,0-9y,none,poverty,0.361876321255567,,0.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
795747,N1563,CTU,40-64,male,majority,20-29y,high school,working class,0.559515200983938,,1.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,6.0,3,1,0
304304,N1564,CTU,26-39,male,majority,10-19y,high school,middle class,0.229275363398465,,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,3.0,0,2,0
761953,N1565,CTU,65+,male,majority,30y+,university,upper class,0.636025808379687,,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,8.0,1,9,0
94241,N1566,CTU,26-39,female,majority,10-19y,university,middle class,0.492046097933705,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,1.0,0,0,0
774917,N1567,CTU,65+,female,majority,20-29y,university,upper class,0.664520804151934,,1.0,before 2015,1.0,1.0,21217.0,10000.0,sedan,2.0,0,0,1
692522,N1568,CTU,40-64,male,minority,20-29y,high school,upper class,0.513407187077595,,1.0,after 2015,1.0,1.0,32765.0,10000.0,sedan,9.0,0,2,0
229265,N1569,CTU,40-64,male,majority,20-29y,high school,upper class,0.41442222558736,,1.0,after 2015,1.0,1.0,10238.0,14000.0,sedan,1.0,0,4,0
516195,N1570,CTU,26-39,female,majority,10-19y,high school,poverty,0.338320668598032,,1.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,1.0,0,0,0
632980,N1571,CTU,26-39,male,majority,10-19y,university,middle class,0.583811179190119,,1.0,before 2015,1.0,1.0,32765.0,11000.0,sedan,0.0,1,0,0
356154,N1572,CTU,26-39,female,majority,10-19y,high school,middle class,0.60507562327225,,1.0,before 2015,1.0,0.0,10238.0,,sedan,3.0,0,2,0
570724,N1573,CTU,26-39,female,majority,10-19y,university,upper class,0.811058066401447,,1.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,4.0,0,0,0
486983,N1574,CTU,26-39,female,majority,10-19y,none,working class,0.616547809440088,,0.0,after 2015,0.0,0.0,10238.0,16000.0,sedan,2.0,1,0,0
40228,N1575,CTU,26-39,male,majority,10-19y,none,working class,0.693921871643046,,0.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,2.0,0,0,1
548605,N1576,CTU,16-25,male,majority,0-9y,university,poverty,0.360084043935124,,1.0,before 2015,0.0,1.0,32765.0,,sedan,0.0,0,0,1
788956,N1577,CTU,40-64,female,majority,20-29y,high school,upper class,0.687298452241702,,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,6.0,1,2,0
841372,N1578,CTU,65+,female,majority,30y+,high school,upper class,0.59969566466868,,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,2.0,0,2,0
958076,N1579,CTU,16-25,male,majority,0-9y,university,upper class,0.693273056250575,,1.0,before 2015,1.0,0.0,92101.0,15000.0,sedan,0.0,0,0,0
43625,N1580,CTU,26-39,male,majority,10-19y,university,upper class,0.330856673738471,,1.0,after 2015,0.0,1.0,10238.0,,sedan,3.0,1,2,0
642092,N1581,CTU,65+,female,majority,30y+,high school,middle class,0.565772098313787,,1.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,3.0,0,2,0
829408,N1582,CTU,26-39,female,minority,0-9y,university,upper class,0.657312134916878,,0.0,after 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,0
429601,N1583,CTU,26-39,female,majority,0-9y,university,working class,0.523864857028549,,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,0
353731,N1584,CTU,40-64,male,minority,20-29y,none,middle class,0.363743690142026,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,4.0,1,3,0
78985,N1585,CTU,40-64,female,majority,20-29y,high school,upper class,0.734041441694038,,1.0,before 2015,1.0,1.0,10238.0,,sedan,2.0,0,1,0
626051,N1586,CTU,16-25,male,minority,0-9y,high school,poverty,0.486106308538587,,1.0,before 2015,0.0,1.0,32765.0,5000.0,sedan,0.0,0,0,0
843068,N1587,CTU,40-64,female,majority,20-29y,university,upper class,,,1.0,before 2015,0.0,1.0,32765.0,9000.0,sedan,2.0,0,0,0
733509,N1588,CTU,40-64,female,majority,20-29y,high school,poverty,0.474396412191753,,0.0,before 2015,1.0,0.0,10238.0,13000.0,sedan,5.0,2,6,0
579072,N1589,CTU,40-64,female,majority,10-19y,high school,middle class,0.431506877192551,,1.0,before 2015,1.0,1.0,92101.0,15000.0,sedan,0.0,0,0,1
247930,N1590,CTU,26-39,male,majority,10-19y,high school,working class,0.574629148701367,,1.0,after 2015,1.0,0.0,10238.0,14000.0,sedan,0.0,0,1,0
583619,N1591,CTU,40-64,female,majority,0-9y,university,middle class,0.606908840819953,,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
261194,N1592,CTU,26-39,male,majority,0-9y,high school,upper class,0.659741572905674,,1.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,0
291441,N1593,CTU,16-25,female,majority,0-9y,high school,working class,0.546852454653737,,0.0,after 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
959649,N1594,CTU,26-39,female,minority,0-9y,high school,upper class,0.633157769960214,,1.0,before 2015,1.0,1.0,32765.0,3000.0,sedan,0.0,0,0,1
957656,N1595,CTU,65+,male,majority,20-29y,high school,middle class,0.640425623018651,,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,1.0,0,4,0
39893,N1596,CTU,40-64,female,majority,20-29y,none,middle class,0.471268559816569,,1.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,4.0,0,0,0
569220,N1597,CTU,26-39,male,majority,10-19y,none,working class,0.486376990056982,,0.0,after 2015,0.0,1.0,10238.0,,sedan,0.0,0,2,0
551688,N1598,CTU,40-64,female,majority,10-19y,university,upper class,0.769937148881938,,0.0,after 2015,0.0,1.0,32765.0,7000.0,sedan,2.0,0,1,1
873361,N1599,CTU,65+,male,majority,30y+,high school,upper class,0.512722868904744,,1.0,after 2015,0.0,0.0,10238.0,14000.0,sedan,1.0,2,3,0
336163,N1600,CTU,40-64,female,majority,0-9y,university,upper class,0.86507695535308,,1.0,after 2015,1.0,1.0,10238.0,8000.0,sedan,0.0,0,0,0
875904,N1601,CTU,16-25,female,majority,0-9y,university,upper class,0.612468484166966,,1.0,after 2015,1.0,1.0,32765.0,4000.0,sedan,0.0,0,0,0
234352,N1602,CTU,40-64,male,majority,20-29y,university,upper class,,,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,1.0,3,2,0
44855,N1603,CTU,16-25,female,majority,0-9y,none,poverty,0.509286750687321,,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
859676,N1604,CTU,26-39,male,majority,10-19y,high school,middle class,0.619193966641733,,1.0,before 2015,0.0,0.0,10238.0,,sedan,1.0,0,0,0
247107,N1605,CTU,26-39,male,majority,10-19y,high school,poverty,0.225659735611601,,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,4,1
849205,N1606,CTU,40-64,male,majority,20-29y,high school,middle class,0.437492546603024,,0.0,after 2015,0.0,1.0,10238.0,11000.0,sedan,6.0,0,0,0
70922,N1607,CTU,16-25,female,majority,0-9y,high school,poverty,,,1.0,before 2015,0.0,1.0,32765.0,,sedan,0.0,0,0,1
963823,N1608,CTU,65+,female,majority,30y+,university,upper class,,,1.0,before 2015,1.0,1.0,32765.0,3000.0,sedan,10.0,0,3,0
693046,N1609,CTU,40-64,female,majority,0-9y,high school,middle class,0.518143953834333,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
345209,N1610,CTU,40-64,female,majority,20-29y,high school,upper class,0.630339177567886,,1.0,after 2015,1.0,1.0,32765.0,5000.0,sedan,0.0,1,1,0
766071,N1611,CTU,26-39,female,majority,10-19y,university,working class,0.345210204024118,,1.0,before 2015,0.0,0.0,10238.0,19000.0,sedan,0.0,1,0,0
876978,N1612,CTU,40-64,female,majority,0-9y,high school,upper class,,,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
303044,N1613,CTU,16-25,female,majority,0-9y,high school,middle class,0.555932751594802,,1.0,before 2015,1.0,1.0,32765.0,12000.0,sedan,0.0,0,0,1
741452,N1614,CTU,16-25,female,minority,0-9y,high school,poverty,0.457597050497625,,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
796372,N1615,CTU,16-25,male,majority,0-9y,university,working class,0.65131839394565,,0.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
749220,N1616,CTU,26-39,female,majority,10-19y,university,upper class,0.590976136419177,,1.0,after 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
386712,N1617,CTU,26-39,female,majority,10-19y,high school,middle class,0.434280997525203,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,1.0,1,0,0
779758,N1618,CTU,26-39,female,majority,0-9y,high school,middle class,,,1.0,before 2015,1.0,1.0,10238.0,,sedan,0.0,0,0,0
146361,N1619,CTU,26-39,male,majority,10-19y,none,poverty,0.30098129184671,,0.0,before 2015,1.0,1.0,32765.0,5000.0,sedan,4.0,0,3,1
411365,N1620,CTU,26-39,male,majority,10-19y,university,working class,0.447479074977153,,0.0,before 2015,1.0,0.0,10238.0,9000.0,sedan,2.0,0,1,0
651342,N1621,CTU,40-64,male,majority,20-29y,high school,working class,0.51038152684021,,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,2.0,0,5,0
697130,N1622,CTU,65+,male,majority,30y+,high school,upper class,0.397402167816333,,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,7.0,0,4,0
645370,N1623,CTU,65+,male,majority,30y+,university,upper class,,,1.0,before 2015,1.0,1.0,10238.0,6000.0,sedan,6.0,1,6,0
908167,N1624,CTU,40-64,male,majority,10-19y,university,upper class,,,1.0,before 2015,1.0,1.0,92101.0,12000.0,sedan,2.0,0,0,1
424515,N1625,CTU,65+,male,majority,30y+,university,upper class,0.781015810896134,,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,2.0,0,1,0
479772,N1626,CTU,40-64,male,minority,20-29y,high school,middle class,0.317181575911762,,1.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0,2,0
854273,N1627,CTU,40-64,female,majority,0-9y,university,upper class,,,1.0,after 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,0
332598,N1628,CTU,40-64,male,majority,20-29y,none,upper class,0.587314365753763,,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,1.0,0,2,0
167119,N1629,CTU,65+,male,majority,30y+,university,upper class,0.734756367077558,,1.0,before 2015,1.0,1.0,10238.0,6000.0,sedan,7.0,0,9,0
819534,N1630,CTU,65+,female,majority,20-29y,university,upper class,0.508397619957617,,1.0,before 2015,1.0,1.0,92101.0,10000.0,sedan,2.0,1,1,0
955794,N1631,CTU,65+,male,majority,0-9y,high school,upper class,0.576506830599259,,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,0.0,0,0,1
62038,N1632,CTU,65+,male,majority,30y+,university,upper class,0.728660132481312,,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,4.0,3,4,0
469767,N1633,CTU,16-25,female,majority,0-9y,none,poverty,0.471240912558863,,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,1
50824,N1634,CTU,26-39,male,majority,10-19y,none,poverty,0.355500922937572,,0.0,before 2015,0.0,1.0,32765.0,12000.0,sports car,0.0,1,3,0
683927,N1635,CTU,40-64,female,majority,20-29y,university,middle class,0.58493416358977,,0.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,1.0,1,0,0
180207,N1636,CTU,65+,male,majority,30y+,high school,upper class,0.511800165113514,,1.0,after 2015,1.0,1.0,10238.0,,sedan,3.0,0,6,0
664333,N1637,CTU,26-39,male,majority,10-19y,high school,poverty,0.395545358032614,,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,3.0,0,1,0
430557,N1638,CTU,26-39,female,majority,10-19y,university,middle class,0.540951303466088,,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,0
150339,N1639,CTU,26-39,male,majority,10-19y,none,working class,0.450524660316724,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sports car,1.0,0,1,0
778230,N1640,CTU,65+,female,majority,30y+,university,upper class,0.627567633385569,,1.0,before 2015,1.0,0.0,10238.0,13000.0,sedan,3.0,1,4,0
106619,N1641,CTU,26-39,female,majority,10-19y,high school,upper class,0.852694525380603,,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,1.0,0,0,0
255504,N1642,CTU,26-39,female,majority,10-19y,high school,working class,,,0.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,1.0,0,1,1
733619,N1643,CTU,26-39,male,majority,10-19y,university,upper class,0.570866981848563,,1.0,after 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,1,0,0
711203,N1644,CTU,26-39,female,majority,10-19y,university,middle class,0.503526351340908,,1.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,1.0,0,0,1
979002,N1645,CTU,40-64,male,majority,10-19y,university,upper class,,,1.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,2.0,0,0,0
349753,N1646,CTU,16-25,female,majority,0-9y,none,poverty,0.388239268311008,,1.0,before 2015,0.0,1.0,32765.0,,sedan,0.0,0,0,0
255616,N1647,CTU,26-39,female,majority,10-19y,high school,middle class,0.605808380002056,,1.0,before 2015,0.0,1.0,32765.0,12000.0,sedan,2.0,0,0,1
854652,N1648,CTU,26-39,male,majority,10-19y,high school,upper class,0.713907329934672,,1.0,after 2015,1.0,1.0,10238.0,8000.0,sedan,0.0,1,4,0
766854,N1649,CTU,40-64,female,majority,20-29y,high school,working class,0.418052549810753,,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,1,0
827045,N1650,CTU,26-39,male,majority,0-9y,university,middle class,0.603707099842899,,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
749612,N1651,CTU,65+,male,majority,10-19y,university,upper class,0.584608456109682,,0.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,0.0,1,2,0
239854,N1652,CTU,16-25,male,majority,0-9y,high school,poverty,,,1.0,before 2015,0.0,0.0,32765.0,14000.0,sports car,0.0,0,0,0
80167,N1653,CTU,40-64,female,majority,20-29y,university,upper class,0.765838322449741,,1.0,before 2015,1.0,1.0,10238.0,14000.0,sports car,1.0,0,2,0
221234,N1654,CTU,26-39,male,majority,10-19y,none,working class,0.319545921026739,,0.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,1,3,1
596082,N1655,CTU,16-25,female,majority,0-9y,university,poverty,0.262100690918704,,1.0,before 2015,0.0,1.0,92101.0,14000.0,sedan,0.0,0,0,0
100720,N1656,CTU,26-39,male,majority,10-19y,university,middle class,0.485600268568567,,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,3.0,0,0,1
866552,N1657,CTU,40-64,female,majority,20-29y,university,upper class,0.611338771009039,,1.0,before 2015,1.0,0.0,10238.0,11000.0,sedan,0.0,0,0,0
702004,N1658,CTU,40-64,female,majority,0-9y,university,upper class,0.547731741672538,,1.0,before 2015,0.0,1.0,32765.0,,sports car,0.0,0,0,1
503181,N1659,CTU,16-25,female,majority,0-9y,none,poverty,0.34827170061591,,0.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,0.0,0,0,0
436399,N1660,CTU,16-25,female,minority,0-9y,high school,poverty,0.23597154626071,,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,0
910245,N1661,CTU,26-39,female,minority,0-9y,none,working class,0.406078689834992,,0.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,0.0,0,0,1
399483,N1662,CTU,65+,male,majority,30y+,university,upper class,0.573339898568441,,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,5.0,0,7,0
766429,N1663,CTU,40-64,female,majority,20-29y,high school,middle class,0.611094051274056,,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,3.0,0,2,0
560473,N1664,CTU,26-39,male,majority,10-19y,university,middle class,0.671221670206748,,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,2.0,0,0,1
295456,N1665,CTU,16-25,female,majority,0-9y,high school,working class,0.375362706161799,,0.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,0
963365,N1666,CTU,65+,male,majority,30y+,high school,middle class,0.561740502005841,,1.0,after 2015,1.0,0.0,32765.0,14000.0,sedan,6.0,0,2,0
561813,N1667,CTU,16-25,female,minority,0-9y,high school,working class,0.548657389784573,,1.0,before 2015,0.0,0.0,32765.0,16000.0,sedan,0.0,0,0,1
447646,N1668,CTU,65+,male,majority,30y+,high school,upper class,0.605052542276843,,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,8.0,0,3,0
249074,N1669,CTU,16-25,male,majority,0-9y,high school,poverty,0.292822335885128,,0.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,0.0,0,0,1
513940,N1670,CTU,65+,male,majority,10-19y,university,upper class,0.606658952987464,,1.0,before 2015,1.0,1.0,92101.0,12000.0,sports car,1.0,0,0,1
761223,N1671,CTU,26-39,female,minority,0-9y,university,middle class,0.535840385900546,,1.0,before 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
261699,N1672,CTU,65+,female,minority,30y+,university,upper class,0.738399602344381,,1.0,after 2015,0.0,1.0,10238.0,16000.0,sedan,1.0,0,1,0
535293,N1673,CTU,16-25,female,majority,0-9y,high school,working class,0.383314749199045,,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
200116,N1674,CTU,26-39,male,majority,10-19y,high school,working class,,,1.0,before 2015,0.0,1.0,10238.0,13000.0,sports car,2.0,0,2,0
28541,N1675,CTU,26-39,male,majority,10-19y,none,working class,0.495276741994073,,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,1.0,0,3,1
509716,N1676,CTU,16-25,male,majority,0-9y,university,poverty,0.400978068260888,,1.0,after 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0,0,0
622657,N1677,CTU,40-64,female,majority,20-29y,high school,upper class,,,0.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,2.0,1,1,0
548627,N1678,CTU,65+,male,majority,30y+,university,upper class,0.577770529661413,,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,5.0,2,5,0
824203,N1679,CTU,40-64,male,majority,10-19y,high school,middle class,0.508415682111183,,1.0,before 2015,1.0,0.0,32765.0,,sedan,3.0,0,0,0
562564,N1680,CTU,26-39,female,majority,10-19y,university,upper class,0.83279238279154,,1.0,before 2015,1.0,1.0,10238.0,14000.0,sedan,2.0,0,2,0
220010,N1681,CTU,40-64,male,majority,10-19y,high school,middle class,0.435957601550816,,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,4.0,1,2,0
501359,N1682,CTU,16-25,male,majority,0-9y,high school,middle class,0.477971293232039,,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,1
218598,N1683,CTU,40-64,male,majority,20-29y,university,middle class,0.450176410482954,,0.0,after 2015,1.0,0.0,10238.0,12000.0,sedan,5.0,1,0,0
806500,N1684,CTU,16-25,female,majority,0-9y,high school,poverty,0.407246786600351,,0.0,before 2015,0.0,1.0,10238.0,,sedan,0.0,0,0,1
210978,N1685,CTU,40-64,female,majority,0-9y,high school,working class,0.532122512493334,,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
160719,N1686,CTU,26-39,female,majority,10-19y,university,middle class,0.535137197703254,,1.0,before 2015,1.0,0.0,10238.0,12000.0,sedan,0.0,0,2,0
73781,N1687,CTU,40-64,female,majority,0-9y,university,upper class,0.617033646752851,,0.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,0.0,0,0,1
123572,N1688,CTU,40-64,female,majority,0-9y,none,working class,0.578603130609728,,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
174681,N1689,CTU,26-39,male,majority,10-19y,university,middle class,0.557180487697398,,0.0,before 2015,0.0,0.0,32765.0,15000.0,sedan,1.0,0,3,0
626675,N1690,CTU,65+,male,majority,30y+,high school,upper class,0.749427816943351,,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,7.0,1,6,0
252367,N1691,CTU,26-39,male,majority,0-9y,none,working class,0.359538519964243,,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,0.0,0,0,0
219553,N1692,CTU,26-39,male,majority,10-19y,university,upper class,0.749261637289372,,1.0,before 2015,0.0,0.0,10238.0,13000.0,sedan,0.0,0,0,0
527488,N1693,CTU,16-25,female,majority,0-9y,high school,poverty,0.157396822049088,,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
