AGE,SEX,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
26-39,female,minority,10-19y,university,working class,0.286089604785142,0.0,before 2015,1.0,1.0,10238.0,7000.0,sedan,1.0,0,1,0
26-39,female,majority,10-19y,high school,poverty,0.425523648301912,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,1.0,0,0,0
40-64,male,majority,10-19y,none,middle class,0.586561224095868,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,2.0,0,3,0
26-39,female,minority,0-9y,none,poverty,0.445171124955671,0.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,none,poverty,0.300864244447592,1.0,before 2015,0.0,0.0,32765.0,17000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,university,upper class,0.672239380194625,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,1,0
16-25,female,majority,0-9y,high school,working class,0.492009785043389,1.0,before 2015,0.0,0.0,32765.0,13000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,university,middle class,0.298561554769456,1.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,1.0,0,0,0
26-39,male,majority,10-19y,none,middle class,0.490229021330094,1.0,after 2015,0.0,1.0,32765.0,8000.0,sedan,6.0,0,1,0
40-64,male,majority,20-29y,high school,working class,0.486119393877719,0.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,3.0,1,3,0
65+,female,majority,10-19y,high school,upper class,0.683112092684617,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,none,upper class,0.561269427022784,1.0,before 2015,0.0,1.0,10238.0,15000.0,sports car,3.0,0,4,0
26-39,male,majority,0-9y,high school,working class,0.470393944731659,0.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,university,poverty,0.3499147461715375,1.0,before 2015,0.0,0.0,32765.0,16000.0,sedan,0.0,2,1,0
16-25,male,majority,0-9y,high school,middle class,0.526753155719244,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
40-64,male,majority,10-19y,university,upper class,0.564719467120468,0.0,before 2015,1.0,0.0,10238.0,9000.0,sports car,2.0,1,0,0
65+,male,majority,20-29y,university,upper class,0.662354908143058,1.0,after 2015,1.0,1.0,32765.0,11000.0,sedan,4.0,0,2,0
65+,female,majority,30y+,university,upper class,0.682265261914722,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,3.0,0,6,0
40-64,female,majority,20-29y,high school,upper class,0.481555247310661,1.0,before 2015,0.0,1.0,32765.0,13000.0,sedan,4.0,0,1,0
65+,male,majority,20-29y,high school,middle class,0.495110149875807,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,5.0,0,2,0
65+,female,majority,30y+,university,upper class,0.630680695088818,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,2,0
16-25,male,minority,0-9y,high school,poverty,0.252209136016338,0.0,after 2015,0.0,0.0,32765.0,16000.0,sedan,0.0,0,0,1
40-64,female,minority,20-29y,university,upper class,0.617009111854716,1.0,after 2015,1.0,1.0,10238.0,7000.0,sedan,0.0,0,1,0
16-25,male,majority,0-9y,high school,middle class,0.488642532921752,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
65+,male,majority,30y+,none,middle class,0.605040355058245,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,4.0,1,5,0
40-64,female,minority,20-29y,university,upper class,0.671710087057965,1.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,5.0,1,1,0
40-64,female,majority,20-29y,high school,upper class,0.610043219074656,1.0,before 2015,1.0,1.0,32765.0,9000.0,sedan,3.0,1,0,0
40-64,male,majority,0-9y,high school,middle class,0.490817307487391,0.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
40-64,male,minority,10-19y,university,upper class,0.689855748134914,1.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,1.0,0,1,0
26-39,female,majority,10-19y,high school,middle class,0.526753155719244,1.0,before 2015,0.0,1.0,10238.0,12000.0,sports car,2.0,0,1,0
40-64,male,minority,10-19y,high school,upper class,0.680579035814933,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,1.0,1,3,0
16-25,female,minority,0-9y,high school,working class,0.376212853265463,1.0,after 2015,0.0,0.0,32765.0,15000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,university,upper class,0.607466088557569,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,1,1,0
16-25,female,majority,0-9y,university,poverty,0.33337903647333,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,high school,poverty,0.325889455326402,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
26-39,male,majority,0-9y,university,upper class,0.642891150791336,1.0,after 2015,1.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,high school,working class,0.324985822145904,1.0,before 2015,0.0,0.0,32765.0,15000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,university,upper class,0.611487598742098,1.0,after 2015,0.0,1.0,32765.0,9000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,upper class,0.674187367302681,1.0,before 2015,1.0,1.0,92101.0,7000.0,sedan,1.0,0,1,0
26-39,female,minority,10-19y,high school,middle class,0.623860035674665,1.0,before 2015,1.0,1.0,32765.0,12000.0,sedan,3.0,0,1,0
26-39,female,majority,10-19y,high school,middle class,0.659786111362469,1.0,after 2015,0.0,1.0,10238.0,13000.0,sedan,1.0,0,0,0
65+,female,majority,20-29y,university,upper class,0.49723007235188,1.0,after 2015,1.0,1.0,10238.0,15000.0,sedan,3.0,0,2,0
65+,male,majority,30y+,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,5.0,0,8,0
26-39,female,majority,10-19y,high school,working class,0.492907884947877,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,high school,working class,0.577514774226575,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,2.0,1,0,0
26-39,male,minority,0-9y,none,poverty,0.292372046730257,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,university,middle class,0.396553199221132,0.0,before 2015,1.0,0.0,32765.0,7000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,none,working class,0.385119207528332,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,1,1
26-39,female,majority,0-9y,none,poverty,0.368898369947471,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
65+,female,majority,20-29y,university,upper class,0.497410389956509,1.0,after 2015,0.0,1.0,10238.0,12000.0,sedan,1.0,0,1,0
16-25,female,majority,0-9y,university,middle class,0.512278427934462,0.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,university,upper class,0.537100854357941,1.0,before 2015,0.0,0.0,32765.0,9000.0,sedan,3.0,1,1,0
26-39,female,majority,10-19y,high school,middle class,0.426459085014806,1.0,after 2015,1.0,1.0,10238.0,10000.0,sedan,1.0,1,2,0
26-39,female,majority,10-19y,university,middle class,0.577005225538565,1.0,before 2015,0.0,1.0,10238.0,9000.0,sedan,2.0,0,1,0
26-39,male,majority,10-19y,university,middle class,0.672041403240488,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,1.0,0,4,0
40-64,male,majority,10-19y,high school,upper class,0.639195028954159,1.0,after 2015,0.0,1.0,32765.0,10000.0,sedan,6.0,1,1,0
40-64,male,majority,0-9y,university,upper class,0.525337435383159,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,high school,middle class,0.530572456808357,1.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,1.0,0,0,0
65+,male,minority,30y+,none,middle class,0.442911289761281,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,6.0,0,4,0
16-25,male,majority,0-9y,none,poverty,0.403095960704974,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,0.0,0,0,0
65+,female,majority,0-9y,university,upper class,0.582524194003929,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
26-39,male,minority,10-19y,university,upper class,0.536809279779118,1.0,before 2015,0.0,0.0,32765.0,10000.0,sedan,4.0,1,2,1
26-39,male,majority,0-9y,none,poverty,0.416992056324142,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
26-39,female,minority,10-19y,none,poverty,0.342387746877925,0.0,before 2015,0.0,1.0,32765.0,16000.0,sedan,1.0,0,0,1
40-64,female,majority,20-29y,university,upper class,0.608886215665948,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,1.0,0,4,0
26-39,male,majority,10-19y,university,upper class,0.617835771516275,1.0,after 2015,1.0,1.0,10238.0,13000.0,sports car,2.0,0,1,0
40-64,female,majority,20-29y,high school,middle class,0.517849629829763,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
65+,male,majority,30y+,university,upper class,0.359285542766443,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,2,6,0
16-25,female,majority,0-9y,none,poverty,0.357766196283731,0.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,none,poverty,0.521351038369719,0.0,before 2015,0.0,0.0,21217.0,17000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,poverty,0.432539923784168,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,1,0
65+,male,majority,30y+,university,upper class,0.616289338575794,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,4.0,0,5,0
26-39,female,majority,10-19y,high school,upper class,0.606053051360984,1.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,1.0,1,0,0
16-25,male,majority,0-9y,none,poverty,0.462436123038845,0.0,before 2015,1.0,0.0,32765.0,9000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,upper class,0.566346536588111,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,1.0,0,5,0
26-39,male,minority,10-19y,university,middle class,0.624733629834968,1.0,before 2015,1.0,1.0,10238.0,12000.0,sedan,2.0,0,1,0
26-39,male,majority,10-19y,high school,poverty,0.387568324511354,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,1,1,0
40-64,male,majority,20-29y,university,upper class,0.582040353665914,1.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,2.0,0,4,0
26-39,female,majority,10-19y,university,upper class,0.616289338575794,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,4.0,0,0,0
26-39,male,majority,10-19y,university,poverty,0.285042279470685,0.0,before 2015,0.0,0.0,10238.0,11000.0,sedan,0.0,0,1,0
26-39,female,majority,0-9y,high school,poverty,0.536910116237252,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,1
65+,male,majority,20-29y,university,upper class,0.633785353986122,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,1.0,0,1,0
16-25,male,majority,0-9y,university,working class,0.478777048603222,0.0,after 2015,0.0,0.0,32765.0,15000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,university,middle class,0.594325705528464,1.0,before 2015,1.0,0.0,10238.0,10000.0,sports car,3.0,1,1,0
40-64,male,majority,20-29y,university,upper class,0.660794938238637,1.0,after 2015,1.0,1.0,32765.0,10000.0,sedan,7.0,0,1,0
40-64,female,majority,0-9y,high school,working class,0.434199369972067,0.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,0.0,0,0,1
40-64,male,majority,20-29y,university,upper class,0.57101834096849,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,3.0,1,7,0
40-64,male,majority,20-29y,university,upper class,0.740883660834226,1.0,after 2015,1.0,1.0,10238.0,8000.0,sedan,1.0,0,5,0
26-39,female,majority,10-19y,university,upper class,0.616289338575794,1.0,before 2015,1.0,1.0,92101.0,12000.0,sedan,0.0,0,1,0
16-25,male,minority,0-9y,high school,working class,0.431242179025551,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
40-64,female,minority,0-9y,high school,upper class,0.631218362535468,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
40-64,male,majority,20-29y,none,poverty,0.3499147461715375,0.0,before 2015,0.0,1.0,32765.0,14000.0,sedan,8.0,0,2,0
16-25,female,majority,0-9y,high school,working class,0.429582512649904,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,0
65+,male,majority,30y+,high school,upper class,0.524487078809315,1.0,after 2015,1.0,1.0,10238.0,13000.0,sedan,2.0,0,4,0
65+,male,minority,10-19y,high school,upper class,0.512768038327821,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,high school,working class,0.389233759485732,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,2.0,0,0,1
65+,male,majority,0-9y,university,upper class,0.616289338575794,1.0,after 2015,1.0,0.0,10238.0,11000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,university,upper class,0.692320282473551,1.0,before 2015,1.0,1.0,32765.0,5000.0,sedan,6.0,0,4,0
40-64,female,majority,0-9y,university,upper class,0.722601641167032,0.0,before 2015,1.0,1.0,32765.0,12000.0,sedan,0.0,0,0,1
65+,male,majority,10-19y,high school,upper class,0.576479525144663,1.0,after 2015,1.0,1.0,32765.0,12000.0,sedan,3.0,1,0,0
26-39,female,majority,0-9y,university,upper class,0.616289338575794,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,high school,middle class,0.621442957698099,1.0,before 2015,0.0,1.0,10238.0,13000.0,sedan,1.0,0,1,0
40-64,female,majority,10-19y,high school,middle class,0.626058224873712,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,1.0,1,0,0
65+,male,majority,30y+,university,upper class,0.63249173541328,1.0,before 2015,0.0,1.0,32765.0,13000.0,sedan,10.0,0,2,0
16-25,female,majority,0-9y,high school,poverty,0.421001984895493,0.0,before 2015,1.0,0.0,10238.0,13000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,poverty,0.3499147461715375,0.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,high school,upper class,0.496581479212548,0.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,3.0,0,0,0
26-39,male,minority,10-19y,none,poverty,0.190250205436381,0.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,1,1
26-39,male,majority,10-19y,high school,upper class,0.674201227759503,1.0,after 2015,0.0,1.0,10238.0,15000.0,sports car,1.0,0,0,0
26-39,male,majority,10-19y,none,poverty,0.277646423164233,0.0,before 2015,1.0,1.0,32765.0,10000.0,sports car,4.0,0,4,0
65+,female,majority,10-19y,none,working class,0.443804731993095,1.0,before 2015,1.0,1.0,10238.0,13000.0,sedan,1.0,0,0,0
65+,male,majority,30y+,university,upper class,0.673819202022557,1.0,after 2015,0.0,1.0,10238.0,12000.0,sedan,9.0,0,5,0
40-64,male,majority,0-9y,university,middle class,0.572099461872624,1.0,before 2015,0.0,0.0,10238.0,12000.0,sports car,0.0,0,0,0
40-64,female,majority,20-29y,university,middle class,0.546416484006157,1.0,before 2015,1.0,0.0,10238.0,10000.0,sedan,4.0,0,3,0
65+,female,majority,0-9y,high school,upper class,0.533812551471847,1.0,after 2015,1.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,high school,working class,0.534353992539389,1.0,after 2015,0.0,1.0,32765.0,12000.0,sedan,2.0,0,0,0
65+,female,majority,20-29y,high school,upper class,0.615234777148743,0.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,1.0,2,0,0
65+,female,minority,30y+,high school,upper class,0.627568733571934,1.0,after 2015,0.0,1.0,10238.0,17000.0,sedan,1.0,1,1,0
65+,female,minority,30y+,high school,upper class,0.698388603569234,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,5.0,2,4,0
26-39,female,majority,10-19y,high school,upper class,0.614699030217115,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,1.0,1,0,0
16-25,female,majority,0-9y,high school,middle class,0.684083374252679,1.0,before 2015,1.0,1.0,10238.0,8000.0,sedan,0.0,0,0,0
40-64,male,majority,20-29y,university,upper class,0.652626645081571,0.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,1.0,0,3,0
65+,female,minority,30y+,university,upper class,0.566238571259221,1.0,before 2015,0.0,1.0,10238.0,11000.0,sedan,7.0,1,2,0
26-39,male,majority,10-19y,high school,middle class,0.43999645279139,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,1.0,0,3,0
26-39,female,minority,10-19y,high school,working class,0.458064774719149,0.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,0
26-39,male,majority,0-9y,high school,working class,0.431242179025551,1.0,after 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
40-64,male,majority,20-29y,university,upper class,0.616289338575794,1.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,6.0,2,0,0
65+,female,majority,30y+,high school,upper class,0.660756663568251,0.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,3,0
16-25,male,majority,0-9y,high school,poverty,0.318905238241176,1.0,before 2015,0.0,0.0,10238.0,17000.0,sedan,0.0,0,0,1
40-64,male,majority,0-9y,university,upper class,0.608569740703296,1.0,after 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
65+,female,majority,30y+,high school,upper class,0.639626053228194,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,1,0,0
26-39,female,majority,10-19y,high school,middle class,0.499676039551762,1.0,after 2015,0.0,0.0,10238.0,16000.0,sedan,1.0,0,1,0
40-64,female,majority,10-19y,university,upper class,0.616289338575794,1.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,5.0,0,1,0
16-25,male,majority,0-9y,high school,working class,0.431242179025551,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,poverty,0.281733357209479,0.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,high school,poverty,0.451443314045318,1.0,before 2015,0.0,0.0,10238.0,14000.0,sedan,2.0,1,1,0
26-39,female,majority,10-19y,none,poverty,0.247847962870895,1.0,before 2015,0.0,1.0,10238.0,16000.0,sedan,0.0,1,0,0
40-64,male,majority,0-9y,university,upper class,0.441713272880395,1.0,after 2015,1.0,1.0,32765.0,8000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,high school,poverty,0.3499147461715375,0.0,before 2015,0.0,0.0,10238.0,11000.0,sedan,0.0,0,0,1
16-25,male,majority,0-9y,none,poverty,0.409242756440038,0.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,1
65+,female,majority,0-9y,high school,upper class,0.449456254846521,0.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,0.0,0,0,1
65+,male,majority,30y+,university,upper class,0.597526257555026,1.0,after 2015,0.0,1.0,32765.0,10000.0,sedan,13.0,0,1,0
40-64,male,minority,10-19y,high school,middle class,0.569701210984783,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,3.0,0,2,0
40-64,female,majority,0-9y,university,upper class,0.759309869602994,1.0,after 2015,0.0,0.0,10238.0,8000.0,sedan,0.0,0,0,0
40-64,male,majority,20-29y,university,upper class,0.599223464521526,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,2.0,0,3,0
16-25,male,majority,0-9y,none,working class,0.431242179025551,1.0,before 2015,1.0,0.0,32765.0,13000.0,sedan,0.0,0,0,1
40-64,male,minority,10-19y,university,upper class,0.487012707746312,1.0,before 2015,1.0,1.0,10238.0,10000.0,sedan,1.0,0,1,0
26-39,male,majority,10-19y,high school,working class,0.478749499182276,1.0,before 2015,1.0,1.0,10238.0,4000.0,sedan,0.0,0,2,0
65+,male,majority,20-29y,high school,middle class,0.476436868142967,1.0,after 2015,1.0,1.0,32765.0,9000.0,sedan,5.0,2,1,0
40-64,male,majority,10-19y,none,poverty,0.408216868683217,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,1.0,0,0,0
16-25,female,majority,0-9y,none,poverty,0.216197707137988,1.0,before 2015,0.0,1.0,32765.0,10000.0,sedan,0.0,0,0,1
26-39,female,majority,10-19y,high school,middle class,0.454680583711126,1.0,after 2015,0.0,1.0,32765.0,12000.0,sedan,0.0,1,0,0
40-64,male,majority,20-29y,university,upper class,0.679081839307075,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,5.0,0,2,0
26-39,female,majority,0-9y,high school,working class,0.610582627616475,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
26-39,female,majority,10-19y,high school,middle class,0.442360543068739,1.0,after 2015,0.0,1.0,10238.0,17000.0,sedan,0.0,0,0,0
26-39,male,majority,10-19y,high school,middle class,0.559981330638247,1.0,before 2015,1.0,1.0,32765.0,10000.0,sedan,3.0,0,1,0
16-25,female,majority,0-9y,none,poverty,0.15625100049574,1.0,before 2015,0.0,0.0,32765.0,13000.0,sedan,0.0,0,0,1
26-39,female,minority,10-19y,high school,middle class,0.560096326209718,0.0,after 2015,1.0,1.0,32765.0,8000.0,sedan,3.0,0,0,0
65+,female,majority,30y+,university,upper class,0.563548802365458,0.0,after 2015,0.0,1.0,10238.0,11000.0,sedan,1.0,2,0,0
16-25,male,majority,0-9y,university,working class,0.478965233845229,1.0,before 2015,0.0,1.0,92101.0,13000.0,sedan,0.0,0,0,1
65+,male,minority,30y+,none,middle class,0.502643836553069,1.0,before 2015,0.0,1.0,10238.0,9000.0,sedan,7.0,0,5,0
40-64,female,majority,20-29y,high school,upper class,0.63618890698815,1.0,after 2015,1.0,1.0,10238.0,9000.0,sedan,3.0,0,1,0
40-64,female,majority,20-29y,high school,working class,0.433232112750712,1.0,before 2015,0.0,1.0,32765.0,11000.0,sedan,1.0,0,2,0
40-64,female,majority,0-9y,university,upper class,0.6621457887543,1.0,before 2015,1.0,1.0,10238.0,11000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,university,working class,0.517641972032216,1.0,before 2015,1.0,1.0,92101.0,12000.0,sedan,0.0,0,0,1
26-39,male,majority,0-9y,high school,middle class,0.577028007467896,1.0,before 2015,0.0,0.0,10238.0,12000.0,sedan,0.0,0,0,0
16-25,female,majority,0-9y,high school,poverty,0.302837423320474,0.0,before 2015,1.0,0.0,10238.0,10000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,high school,upper class,0.535485305340948,1.0,after 2015,1.0,1.0,10238.0,11000.0,sedan,2.0,1,2,0
65+,male,majority,30y+,high school,upper class,0.520333985165619,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,10.0,0,2,0
40-64,female,majority,10-19y,university,middle class,0.567150628861352,1.0,after 2015,1.0,1.0,32765.0,12000.0,sedan,4.0,0,2,0
26-39,male,minority,10-19y,high school,middle class,0.653610175273374,1.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,5.0,0,0,1
16-25,male,majority,0-9y,university,upper class,0.548930133019148,1.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,0,0
40-64,male,majority,20-29y,high school,middle class,0.539784845860876,1.0,before 2015,0.0,1.0,10238.0,10000.0,sedan,7.0,0,0,0
26-39,male,majority,0-9y,high school,middle class,0.440340502671451,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,1
40-64,female,majority,10-19y,high school,upper class,0.506304851452733,1.0,after 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,2,0
40-64,female,minority,20-29y,none,poverty,0.478353382596578,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,0
40-64,male,majority,10-19y,high school,upper class,0.672571508312545,0.0,before 2015,1.0,1.0,32765.0,8000.0,sedan,4.0,0,0,1
16-25,female,majority,0-9y,university,working class,0.415928524889254,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,0,0
40-64,male,majority,10-19y,university,upper class,0.480223294144108,1.0,before 2015,1.0,1.0,32765.0,11000.0,sedan,5.0,0,0,0
26-39,male,majority,10-19y,university,working class,0.548507761461343,0.0,before 2015,0.0,0.0,32765.0,13000.0,sedan,1.0,0,3,1
26-39,female,majority,0-9y,none,working class,0.455110831592812,1.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,high school,poverty,0.151255485550802,0.0,before 2015,0.0,1.0,21217.0,13000.0,sports car,0.0,0,0,1
16-25,male,majority,0-9y,none,poverty,0.257725689587056,0.0,after 2015,0.0,1.0,32765.0,10000.0,sedan,0.0,0,0,1
26-39,male,majority,10-19y,university,upper class,0.442036689368363,1.0,before 2015,1.0,1.0,32765.0,7000.0,sedan,2.0,0,0,0
40-64,female,majority,10-19y,university,upper class,0.616289338575794,1.0,before 2015,1.0,1.0,10238.0,9000.0,sedan,0.0,0,2,0
26-39,female,majority,10-19y,high school,upper class,0.696403961711244,0.0,after 2015,1.0,0.0,10238.0,14000.0,sedan,1.0,0,1,0
26-39,male,majority,10-19y,high school,working class,0.459412508979229,1.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,4.0,0,0,1
26-39,male,minority,10-19y,university,upper class,0.616289338575794,1.0,before 2015,0.0,0.0,10238.0,16000.0,sedan,0.0,0,2,0
16-25,male,majority,0-9y,none,poverty,0.284157777190154,0.0,before 2015,0.0,0.0,32765.0,12000.0,sedan,0.0,0,0,1
40-64,female,majority,20-29y,high school,poverty,0.398031487213873,1.0,before 2015,0.0,0.0,10238.0,18000.0,sedan,0.0,0,0,0
16-25,male,minority,0-9y,none,poverty,0.36156041230655,0.0,before 2015,0.0,1.0,10238.0,12000.0,sedan,0.0,0,0,1
16-25,female,majority,0-9y,university,poverty,0.535500893208414,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
40-64,female,majority,10-19y,university,upper class,0.646762827420161,1.0,before 2015,0.0,1.0,32765.0,9000.0,sedan,2.0,0,0,0
16-25,female,majority,0-9y,high school,working class,0.339967839707684,1.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,0
26-39,male,minority,10-19y,high school,working class,0.275626904973023,0.0,before 2015,0.0,1.0,10238.0,15000.0,sedan,1.0,0,1,0
40-64,male,majority,0-9y,none,upper class,0.699993229555431,1.0,after 2015,0.0,1.0,10238.0,11000.0,sedan,0.0,0,0,1
65+,male,majority,0-9y,university,upper class,0.380505476039461,1.0,after 2015,1.0,1.0,32765.0,12000.0,sedan,0.0,0,0,0
16-25,male,majority,0-9y,none,poverty,0.351103591151981,0.0,before 2015,0.0,0.0,10238.0,15000.0,sedan,0.0,0,0,1
65+,female,majority,30y+,high school,upper class,0.725181282733186,1.0,before 2015,0.0,1.0,10238.0,14000.0,sedan,0.0,0,1,0
26-39,female,majority,0-9y,high school,middle class,0.472244757659185,0.0,before 2015,1.0,0.0,32765.0,8000.0,sedan,0.0,0,0,1
